system:index,date,ssrd_sum_J_m2,.geo
20180619,2018-06-19,1.759551207962594E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180620,2018-06-20,1.873539119764011E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180621,2018-06-21,1.158789891886902E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180622,2018-06-22,1.7248210560471974E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180623,2018-06-23,1.4604372868982393E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180624,2018-06-24,9832715.190094912,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180625,2018-06-25,1.6347796511789372E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180626,2018-06-26,1.6211777072381742E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180627,2018-06-27,1.7718096013645574E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180628,2018-06-28,1.8212930478277437E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180629,2018-06-29,1.493558761118134E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180630,2018-06-30,1.1919802877129603E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180701,2018-07-01,1.0907509042441754E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180702,2018-07-02,1.722353988714305E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180703,2018-07-03,1.174635140802279E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180704,2018-07-04,1.3879903997832756E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180705,2018-07-05,1.5809855498645466E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180706,2018-07-06,1.4568494365701443E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180707,2018-07-07,1.763858196424056E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180708,2018-07-08,2.023936915044247E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180709,2018-07-09,1.299491895145787E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180710,2018-07-10,1.6923199059619125E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180711,2018-07-11,1.5348530667790413E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180712,2018-07-12,1.83373551087432E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180713,2018-07-13,1.5014398624285107E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180714,2018-07-14,2.0684951287540376E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180715,2018-07-15,1.9508845002147168E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180716,2018-07-16,1.660511286484859E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180717,2018-07-17,1.6476219800694311E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180718,2018-07-18,1.8668940942829046E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180719,2018-07-19,1.579525825573414E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180720,2018-07-20,1.7655800218329217E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180721,2018-07-21,1.8303443461401075E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180722,2018-07-22,1.3985981856440505E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180723,2018-07-23,1.8360567952922743E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180724,2018-07-24,1.4923564779804535E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180725,2018-07-25,1.898633066714827E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180726,2018-07-26,1.9007566888126332E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180727,2018-07-27,1.976504298228081E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180728,2018-07-28,1.7377519413079683E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180729,2018-07-29,1.4802478294182567E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180730,2018-07-30,1.4064858274115538E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180731,2018-07-31,1.8458566369795114E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180801,2018-08-01,2.0258874436257094E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180802,2018-08-02,1.863792640423012E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180803,2018-08-03,2.1060986728593495E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180804,2018-08-04,2.165847694519695E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180805,2018-08-05,1.840885188878855E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180806,2018-08-06,1.875755245897296E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180807,2018-08-07,1.981662789091565E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180808,2018-08-08,1.7853071381494183E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180809,2018-08-09,2.1648412493488234E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180810,2018-08-10,2.0243234078823265E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180811,2018-08-11,2.0288537567595758E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180812,2018-08-12,1.95306031282082E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180813,2018-08-13,2.038334862183693E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180814,2018-08-14,2.1495422752553515E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180815,2018-08-15,2.0288710407200042E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180816,2018-08-16,2.1665508202476263E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180817,2018-08-17,2.296286555511407E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180818,2018-08-18,2.2513916463588376E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180819,2018-08-19,2.095531230353379E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180820,2018-08-20,2.1977803522164017E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180821,2018-08-21,2.233194726992154E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180822,2018-08-22,2.0832618835911933E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180823,2018-08-23,2.205841960556256E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180824,2018-08-24,2.2109128569702797E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180825,2018-08-25,2.2818563056528788E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180826,2018-08-26,2.042663301494992E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180827,2018-08-27,1.9702685152489312E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180828,2018-08-28,2.1600014208054893E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180829,2018-08-29,2.3043608243051786E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180830,2018-08-30,2.2244165358055893E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180831,2018-08-31,1.9581168291092243E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180901,2018-09-01,2.055185903032127E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180902,2018-09-02,1.4674950135131333E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180903,2018-09-03,1.8484120064254593E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180904,2018-09-04,1.9945820091826692E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180905,2018-09-05,2.0526591110910434E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180906,2018-09-06,2.1987369504264228E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180907,2018-09-07,2.342581005285652E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180908,2018-09-08,2.2541347490417976E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180909,2018-09-09,2.1992758104669593E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180910,2018-09-10,2.117491925350671E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180911,2018-09-11,2.0235135796199296E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180912,2018-09-12,1.7790633320209485E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180913,2018-09-13,2.1561338705757223E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180914,2018-09-14,2.4410138795657493E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180915,2018-09-15,2.2956072194208648E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180916,2018-09-16,1.8874948343988903E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180917,2018-09-17,1.2434055219232231E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180918,2018-09-18,2.081224087672827E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180919,2018-09-19,2.0702763945899304E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180920,2018-09-20,2.153961350855858E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180921,2018-09-21,2.1703323804065574E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180922,2018-09-22,2.288250175827262E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180923,2018-09-23,1.437244545926585E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180924,2018-09-24,1.3928282956387378E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180925,2018-09-25,1.3837303343944099E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180926,2018-09-26,1.438145136660569E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180927,2018-09-27,1.6114887678870313E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180928,2018-09-28,1.4035902446225299E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180929,2018-09-29,1.5113683459113013E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20180930,2018-09-30,1.5912429038559355E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181001,2018-10-01,1.5479026828436181E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181002,2018-10-02,1.4285496298424765E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181003,2018-10-03,1.5050666573083796E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181004,2018-10-04,1.471931901431142E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181005,2018-10-05,1.5536409314715652E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181006,2018-10-06,1.5924184886721447E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181007,2018-10-07,1.493578361766453E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181008,2018-10-08,1.4710224079971958E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181009,2018-10-09,1.5798291432725642E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181010,2018-10-10,2.277981960399734E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181011,2018-10-11,2.3320963029960055E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181012,2018-10-12,2.2990532186743706E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181013,2018-10-13,2.3707889319848277E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181014,2018-10-14,2.174102430566089E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181015,2018-10-15,2.2022940166476022E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181016,2018-10-16,2.1936960502277598E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181017,2018-10-17,2.2627222737101912E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181018,2018-10-18,2.1396493539140724E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181019,2018-10-19,2.0093614926093142E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181020,2018-10-20,1.6243525060261263E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181021,2018-10-21,2.1623941862621147E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181022,2018-10-22,2.1018416511468295E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181023,2018-10-23,2.2199042118355304E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181024,2018-10-24,2.3029992971565012E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181025,2018-10-25,2.3762274708967928E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181026,2018-10-26,1.870026916798106E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181027,2018-10-27,2.028405478088816E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181028,2018-10-28,1.8147433360785015E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181029,2018-10-29,1.968660815379367E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181030,2018-10-30,2.0067902944314007E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181031,2018-10-31,2.2075313376758363E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181101,2018-11-01,1.863802535348062E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181102,2018-11-02,1.4304592820339933E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181103,2018-11-03,1.5788266335400231E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181104,2018-11-04,1.770032100463547E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181105,2018-11-05,1.9414136798426732E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181106,2018-11-06,2.01833812025766E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181107,2018-11-07,2.054894769851303E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181108,2018-11-08,2.037434013798085E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181109,2018-11-09,2.1456125525575414E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181110,2018-11-10,2.2824039848213017E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181111,2018-11-11,2.1239826390303608E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181112,2018-11-12,2.007592811518471E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181113,2018-11-13,1.8450233817992084E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181114,2018-11-14,1.6957282548351485E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181115,2018-11-15,1.3152302978187134E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181116,2018-11-16,1.6817419334095884E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181117,2018-11-17,1.7666031467983052E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181118,2018-11-18,1.8825123488290887E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181119,2018-11-19,1.1161798704151863E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181120,2018-11-20,1.751634168611161E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181121,2018-11-21,1.7160694396805327E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181122,2018-11-22,1.8221501419380724E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181123,2018-11-23,2.033065364469327E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181124,2018-11-24,1.7775013553829774E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181125,2018-11-25,1.6691023998474903E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181126,2018-11-26,1.5553849628077773E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181127,2018-11-27,1.0189091092729716E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181128,2018-11-28,1.234643442867176E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181129,2018-11-29,1.793938224903176E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181130,2018-11-30,1.9658139449441127E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181201,2018-12-01,2.0151403703088302E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181202,2018-12-02,1.9778544078743E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181203,2018-12-03,1.4964381855557557E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181204,2018-12-04,1.5698860855256563E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181205,2018-12-05,1.8737219687516294E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181206,2018-12-06,1.6261628099452162E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181207,2018-12-07,1.1635284480565088E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181208,2018-12-08,1.6493335079726279E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181209,2018-12-09,1.813829172941625E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181210,2018-12-10,1.2628067379928958E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181211,2018-12-11,1.1900223242188903E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181212,2018-12-12,1.49093741800012E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181213,2018-12-13,1.74801722812594E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181214,2018-12-14,1.825013259839864E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181215,2018-12-15,1.6253107640639728E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181216,2018-12-16,1.2394208967712143E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181217,2018-12-17,1.4856338557823118E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181218,2018-12-18,1.6524222867015827E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181219,2018-12-19,1.7241024565247916E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181220,2018-12-20,1.6668345810125815E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181221,2018-12-21,1.8304506672445968E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181222,2018-12-22,1.818011622073726E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181223,2018-12-23,1.5452243545923378E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181224,2018-12-24,1.742816321096461E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181225,2018-12-25,1.9597901113800082E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181226,2018-12-26,1.279112939875182E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181227,2018-12-27,8557415.108221456,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181228,2018-12-28,1.7721814293741096E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181229,2018-12-29,1.8393983679248687E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181230,2018-12-30,1.5744212138382193E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20181231,2018-12-31,1.7590911070736248E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190101,2019-01-01,1.8983185255071938E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190102,2019-01-02,1.6366140685007917E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190103,2019-01-03,1.5606932346838439E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190104,2019-01-04,1.68540964214075E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190105,2019-01-05,1.6724350304898346E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190106,2019-01-06,1.6321119002588637E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190107,2019-01-07,1.5961841142937407E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190108,2019-01-08,1.9486259546324715E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190109,2019-01-09,1.7806345286456756E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190110,2019-01-10,1.6232282673971051E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190111,2019-01-11,1.7788377914634865E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190112,2019-01-12,1.5924100714225505E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190113,2019-01-13,1.717583592807979E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190114,2019-01-14,1.732301351104689E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190115,2019-01-15,1.8292369016434878E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190116,2019-01-16,1.8298139442698605E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190117,2019-01-17,1.9230643395661503E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190118,2019-01-18,1.7204580077458713E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190119,2019-01-19,1.886641683591194E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190120,2019-01-20,1.9006412821543943E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190121,2019-01-21,1.9613572262637198E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190122,2019-01-22,1.978862877659381E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190123,2019-01-23,2.0379650896474216E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190124,2019-01-24,1.9634133256516755E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190125,2019-01-25,1.7387051838460453E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190126,2019-01-26,1.6138416265245914E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190127,2019-01-27,1.794756715148596E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190128,2019-01-28,1.678499269736921E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190129,2019-01-29,1.5662936494852807E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190130,2019-01-30,1.676654457857243E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190131,2019-01-31,1.4247898012561956E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190201,2019-02-01,1.406196177424598E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190202,2019-02-02,1.5607625731342677E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190203,2019-02-03,1.668236983284169E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190204,2019-02-04,1.859086788746413E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190205,2019-02-05,2.1674242223024897E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190206,2019-02-06,1.8988439831677787E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190207,2019-02-07,1.8119279116649605E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190208,2019-02-08,1.8622786680633307E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190209,2019-02-09,1.8003907605281636E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190210,2019-02-10,2.03997949440732E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190211,2019-02-11,1.765757896851483E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190212,2019-02-12,7174700.631790178,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190213,2019-02-13,1.4086352315212797E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190214,2019-02-14,1.6403765676158354E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190215,2019-02-15,2.0283367381454054E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190216,2019-02-16,1.88549117512893E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190217,2019-02-17,1.9808463256637163E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190218,2019-02-18,1.886610845295285E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190219,2019-02-19,1.8372022854614407E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190220,2019-02-20,1.839085193024702E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190221,2019-02-21,1.9379613304998696E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190222,2019-02-22,1.7015219255794343E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190223,2019-02-23,2.0521730663375676E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190224,2019-02-24,2.0090711367808472E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190225,2019-02-25,1.9538740257821117E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190226,2019-02-26,1.9441341355728127E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190227,2019-02-27,2.0201077194228712E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190228,2019-02-28,2.1513865062869977E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190301,2019-03-01,1.9390602159974314E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190302,2019-03-02,1.952528546934762E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190303,2019-03-03,2.1805170549033757E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190304,2019-03-04,2.1012357864779793E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190305,2019-03-05,1.3984910140279029E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190306,2019-03-06,1.3545498382802581E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190307,2019-03-07,1.4268136234586058E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190308,2019-03-08,1.3874932126808643E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190309,2019-03-09,1.3925252197553383E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190310,2019-03-10,1.1768299712282432E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190311,2019-03-11,1.3165602177291324E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190312,2019-03-12,1.1898916999020074E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190313,2019-03-13,1.2931456445753723E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190314,2019-03-14,8882281.376520142,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190315,2019-03-15,1.2251748384943867E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190316,2019-03-16,1.0176634647944372E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190317,2019-03-17,1.4483586922135098E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190318,2019-03-18,1.4137989205883121E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190319,2019-03-19,1.2292439241853328E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190320,2019-03-20,1.3167727372490127E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190321,2019-03-21,1.3579077123320483E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190322,2019-03-22,2.238828567411153E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190323,2019-03-23,2.1825459463768974E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190324,2019-03-24,2.073471216238235E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190325,2019-03-25,2.0901310657957576E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190326,2019-03-26,1.785078399462203E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190327,2019-03-27,2.0088031155700043E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190328,2019-03-28,1.9555799819958657E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190329,2019-03-29,2.118718730086488E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190330,2019-03-30,2.0887894974294137E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190331,2019-03-31,2.2302042374129597E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190401,2019-04-01,2.2707875869644605E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
